"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Migraine","ICD10CM","G43.509","Persistent migraine aura NOS","C2349465","Persistent migraine aura without cerebral infarction",NA,"N/A"
"Migraine","ICD10CM","G43.6","Persistent migraine aura with cerebral infarction","C2349471","Persistent migraine aura with cerebral infarction",NA,"N/A"
"Migraine","ICD10CM","G43.7","Transformed migraine","C1960870","Transformed migraine",NA,"N/A"
"Migraine","ICD10CM","G43.8","Other migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","ICD10CM","G43.9","Migraine, unspecified","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD10CM","G43.90","Migraine, unspecified, not intractable","C2875184","Migraine, unspecified, not intractable",NA,"N/A"
"Migraine","ICD10CM","G43.909","Migraine NOS","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD10CM","G43.91","Migraine, unspecified, intractable","C2875187","Migraine, unspecified, intractable",NA,"N/A"
"Migraine","ICD10CM","G43.B","Ophthalmoplegic migraine","C0221058","Ophthalmoplegic Migraine",NA,"N/A"
"Migraine","ICD10CM","G43.D","Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","ICD10CM","G44.00","Lower half migraine","C0270859","Lower half migraine",NA,"N/A"
"Migraine","ICD9CM","346","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD9CM","346.0","Migraine with aura","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","ICD9CM","346.1","Migraine without aura","C0338480","Common Migraine",NA,"N/A"
"Migraine","ICD9CM","346.2","Variants of migraine, not elsewhere classified","C2349446","Variants of migraine, not elsewhere classified",NA,"N/A"
"Migraine","ICD9CM","346.3","Hemiplegic migraine","C0270862","Hemiplegic migraine",NA,"N/A"
"Migraine","ICD9CM","346.5","Persistent migraine aura without cerebral infarction","C2349465","Persistent migraine aura without cerebral infarction",NA,"N/A"
"Migraine","ICD9CM","346.6","Persistent migraine aura with cerebral infarction","C2349471","Persistent migraine aura with cerebral infarction",NA,"N/A"
"Migraine","ICD9CM","346.8","Other forms of migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","ICD9CM","346.9","Migraine, unspecified","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD9CM","346.90","Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus","C0375239","Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",NA,"N/A"
"Migraine","ICD9CM","346.91","Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus","C0375240","Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus",NA,"N/A"
"Migraine","ICD9CM","346.92","Migraine, unspecified, without mention of intractable migraine with status migrainosus","C2349481","Migraine, unspecified, without mention of intractable migraine with status migrainosus",NA,"N/A"
"Migraine","ICD9CM","346.93","Migraine, unspecified, with intractable migraine, so stated, with status migrainosus","C2349482","Migraine, unspecified, with intractable migraine, so stated, with status migrainosus",NA,"N/A"
"Migraine","ICPC","N89","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","MTHICD9","339.00","Lower half migraine","C0270859","Lower half migraine",NA,"N/A"
"Migraine","MTHICD9","346.0","Migraine preceded or accompanied by transient focal neurological phenomena","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","MTHICD9","346.0","Classic migraine","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","MTHICD9","346.0","Migraine with prolonged aura","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","MTHICD9","346.0","Basilar migraine","C0270860","Basilar-Type Migraine",NA,"N/A"
"Migraine","MTHICD9","346.0","Retinal migraine","C0270861","Retinal migraine",NA,"N/A"
"Migraine","MTHICD9","346.1","Common migraine","C0338480","Common Migraine",NA,"N/A"
"Migraine","MTHICD9","346.2","Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","MTHICD9","346.2","Ophthalmoplegic migraine","C0221058","Ophthalmoplegic Migraine",NA,"N/A"
"Migraine","MTHICD9","346.5","Persistent migraine aura NOS","C2349465","Persistent migraine aura without cerebral infarction",NA,"N/A"
"Migraine","RCD2","F26..","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","RCD2","F260.","Classical migraine","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","RCD2","F260.","Classical migraine","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","RCD2","F261.","Common migraine","C0338480","Common Migraine",NA,"N/A"
"Migraine","RCD2","F2610","Atypical migraine","C0338480","Common Migraine",NA,"N/A"
"Migraine","RCD2","F261z","Common migraine NOS","C0338480","Common Migraine",NA,"N/A"
"Migraine","RCD2","F2622","Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","RCD2","F2623","Basilar migraine","C0270860","Basilar-Type Migraine",NA,"N/A"
"Migraine","RCD2","F2624","Ophthalmic migraine","C0338481","Ophthalmic migraine",NA,"N/A"
"Migraine","RCD2","F26y.","Other forms of migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","RCD2","F26y0","Hemiplegic migraine","C0270862","Hemiplegic migraine",NA,"N/A"
"Migraine","RCD2","F26y1","Ophthalmoplegic migraine","C0221058","Ophthalmoplegic Migraine",NA,"N/A"
"Migraine","RCD2","F26y3","Complicated migraine","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","RCD2","F26yz","Other forms of migraine NOS","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","RCD2","F26z.","Migraine NOS","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","RCD2","Fyu53","[X]Other migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","RCD2","R090D","[D]Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","155046006","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","SNOMEDCT_US","155047002","Migraine with aura","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","155048007","Migraine NOS","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","SNOMEDCT_US","193027003","Atypical migraine","C0338480","Common Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","193029000","Common migraine NOS","C0338480","Common Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","193033007","Ophthalmic migraine","C0338481","Ophthalmic migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","193037008","Other forms of migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","193039006","Complicated migraine","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","193040008","Other forms of migraine NOS","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","193041007","Migraine NOS","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","SNOMEDCT_US","194493009","[X]Other migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","207219003","[D]Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","230462002","Migraine with typical aura","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","230463007","Migraine with prolonged aura","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","26150009","Lower half migraine","C0270859","Lower half migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","267699004","Migraine NOS","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","SNOMEDCT_US","37796009","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","SNOMEDCT_US","427419006","Transformed migraine","C1960870","Transformed migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","4473006","Migraine with aura","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","4473006","Classical migraine","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","SNOMEDCT_US","49605003","Ophthalmoplegic migraine","C0221058","Ophthalmoplegic Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","56097005","Migraine without aura","C0338480","Common Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","59292006","Hemiplegic migraine","C0270862","Hemiplegic migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","75879005","Abdominal migraine","C0270858","Abdominal Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","79267007","Retinal migraine","C0270861","Retinal migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","83351003","Basilar migraine","C0270860","Basilar-Type Migraine",NA,"N/A"
"Migraine","SNOMEDCT_US","95655001","Ophthalmic migraine","C0338481","Ophthalmic migraine",NA,"N/A"
"Multiple gestation","ICD10","O30","Multiple gestation","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD10","O30.0","Twin pregnancy","C0152150","Pregnancy, Twin",NA,"N/A"
"Multiple gestation","ICD10","O30.1","Triplet pregnancy","C0152151","Pregnancy, Triplet",NA,"N/A"
"Multiple gestation","ICD10","O30.2","Quadruplet pregnancy","C0152152","Quadruplet pregnancy",NA,"N/A"
"Multiple gestation","ICD10","O30.8","Other multiple gestation","C0477823","Other multiple gestation",NA,"N/A"
"Multiple gestation","ICD10","O30.9","Multiple gestation, unspecified","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD10","O31.2","Continuing pregnancy after intrauterine death of one fetus or more","C0451791","Continuing pregnancy after intrauterine death of one or more fetuses",NA,"N/A"
"Multiple gestation","ICD10","Z37.2","Twins, both liveborn","C0481459","Encounter due to birth of twins, both live born",NA,"N/A"
"Multiple gestation","ICD10CM","O30","Multiple gestation","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD10CM","O30.0","Twin pregnancy","C0152150","Pregnancy, Twin",NA,"N/A"
"Multiple gestation","ICD10CM","O30.00","Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs","C0152150","Pregnancy, Twin",NA,"N/A"
"Multiple gestation","ICD10CM","O30.009","Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester","C0152150","Pregnancy, Twin",NA,"N/A"
"Multiple gestation","ICD10CM","O30.03","Twin pregnancy, monochorionic/diamniotic","C2977401","Monochorionic diamniotic twin pregnancy",NA,"N/A"
"Multiple gestation","ICD10CM","O30.1","Triplet pregnancy","C0152151","Pregnancy, Triplet",NA,"N/A"
"Multiple gestation","ICD10CM","O30.2","Quadruplet pregnancy","C0152152","Quadruplet pregnancy",NA,"N/A"
"Multiple gestation","ICD10CM","O30.8","Other specified multiple gestation","C0156917","Other specified multiple gestation",NA,"N/A"
"Multiple gestation","ICD10CM","O30.9","Multiple gestation, unspecified","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD10CM","O30.90","Multiple gestation, unspecified, unspecified trimester","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD10CM","O30.91","Multiple gestation, unspecified, first trimester","C2907953","Multiple gestation, unspecified, first trimester",NA,"N/A"
"Multiple gestation","ICD10CM","O30.92","Multiple gestation, unspecified, second trimester","C2907954","Multiple gestation, unspecified, second trimester",NA,"N/A"
"Multiple gestation","ICD10CM","O30.93","Multiple gestation, unspecified, third trimester","C2907955","Multiple gestation, unspecified, third trimester",NA,"N/A"
"Multiple gestation","ICD10CM","O31.2","Continuing pregnancy after intrauterine death of one fetus or more","C0451791","Continuing pregnancy after intrauterine death of one or more fetuses",NA,"N/A"
"Multiple gestation","ICD10CM","O31.20","Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester","C0451791","Continuing pregnancy after intrauterine death of one or more fetuses",NA,"N/A"
"Multiple gestation","ICD10CM","Z37.2","Twins, both liveborn","C0481459","Encounter due to birth of twins, both live born",NA,"N/A"
"Multiple gestation","ICD9CM","651","Multiple gestation","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD9CM","651.0","Twin pregnancy","C0152150","Pregnancy, Twin",NA,"N/A"
"Multiple gestation","ICD9CM","651.00","Twin pregnancy, unspecified as to episode of care or not applicable","C0156892","Twin pregnancy, unspecified as to episode of care",NA,"N/A"
"Multiple gestation","ICD9CM","651.1","Triplet pregnancy","C0152151","Pregnancy, Triplet",NA,"N/A"
"Multiple gestation","ICD9CM","651.10","Triplet pregnancy, unspecified as to episode of care or not applicable","C0156895","Triplet pregnancy, unspecified as to episode of care",NA,"N/A"
"Multiple gestation","ICD9CM","651.2","Quadruplet pregnancy","C0152152","Quadruplet pregnancy",NA,"N/A"
"Multiple gestation","ICD9CM","651.20","Quadruplet pregnancy, unspecified as to episode of care or not applicable","C0156898","Quadruplet pregnancy, unspecified as to episode of care",NA,"N/A"
"Multiple gestation","ICD9CM","651.3","Twin pregnancy with fetal loss and retention of one fetus","C0156901","Twin pregnancy with foetal loss and retention of one foetus",NA,"N/A"
"Multiple gestation","ICD9CM","651.4","Triplet pregnancy with fetal loss and retention of one or more fetus (es)","C0156905","Triplet pregnancy with fetal loss and retention of one or more fetus(es)",NA,"N/A"
"Multiple gestation","ICD9CM","651.5","Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)","C0156909","Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)",NA,"N/A"
"Multiple gestation","ICD9CM","651.6","Other multiple pregnancy with fetal loss and retention of one or more fetus(es)","C0156913","Other multiple pregnancy with fetal loss and retention of one or more fetus(es)",NA,"N/A"
"Multiple gestation","ICD9CM","651.7","Multiple gestation following (elective) fetal reduction","C1561650","Multiple gestation following (elective) fetal reduction",NA,"N/A"
"Multiple gestation","ICD9CM","651.8","Other specified multiple gestation","C0156917","Other specified multiple gestation",NA,"N/A"
"Multiple gestation","ICD9CM","651.9","Unspecified multiple gestation","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD9CM","651.90","Unspecified multiple gestation, unspecified as to episode of care or not applicable","C0032989","Multiple Pregnancy",NA,"N/A"
"Multiple gestation","ICD9CM","651.91","Unspecified multiple gestation, delivered, with or without mention of antepartum condition","C0156922","Unspecified multiple gestation, delivered",NA,"N/A"
"Multiple gestation","ICD9CM","651.93","Unspecified multiple gestation, antepartum condition or complication","C0156923","Unspecified multiple gestation, antepartum condition or complication",NA,"N/A"
"Multiple gestation","ICD9CM","V27.2","Outcome of delivery, twins, both liveborn","C0481459","Encounter due to birth of twins, both live born",NA,"N/A"
"Multiple gestation","MTHICD9","633.8","Pregnancy, combined","C0269291","Pregnancy, Heterotopic",NA,"N/A"
"Multiple gestation","MTHICD9","651.00","Twin pregnancy, unspecified as to episode of care","C0156892","Twin pregnancy, unspecified as to episode of care",NA,"N/A"
"Multiple gestation","MTHICD9","651.10","Triplet pregnancy, unspecified as to episode of care","C0156895","Triplet pregnancy, unspecified as to episode of care",NA,"N/A"
"Multiple gestation","MTHICD9","651.20","Quadruplet pregnancy, unspecified as to episode of care","C0156898","Quadruplet pregnancy, unspecified as to episode of care",NA,"N/A"
